Codigo;Nombre;Lista 1;Lista 2;Lista 3;Lista 4;Costo;Proveedor;Rubro;Subrubro;Cod. Barra
1401;GALLETA PEPA TRIO GLASEADA 200GRMS;650;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791787000620
77995060;GALLETA PEPA TRIO SCONS;650;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791787000439
1402;GALLETA PEPA TRIO TRI CHIPS;650;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791787000132
77995061;GALLETA PEPA TRIO VARIETTE;650;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791787100276
1403;GALLETA PEPA TRIO X500;2000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791787000040
1404;GALLETA PEPAS CLASS 170GRS;20;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791386000816
1405;GALLETA PEPITO;800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622201808662
1406;GALLETA PEPITO;800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622300833909
1407;GALLETA PEPITO;800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622201503260
1408;GALLETA PEPITOS;1700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622201735906
1409;GALLETA PINDY X12;1100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;99827
1410;GALLETA POLVORITA 150;800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040139640
1411;GALLETA POLVORITA 152G;800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040139244
1412;GALLETA POLVORITA CHOCOLATE;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040139183
1413;GALLETA POLVORITA CHOCOLATE 80GRMS;560;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040314009
1414;GALLETA POLVORITA FRUTILLA;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040139176
1415;GALLETA POLVORITA FRUTILLA 150GRMS;800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040287204
1416;GALLETA POLVORITA FRUTILLA 80GRMS;420;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040314207
1417;GALLETA POLVORITA GRANDE;800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040146143
1418;GALLETA POLVORITA VAINILLA;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040139169
1419;GALLETA POLVORITA VAINILLA 150GRMS;800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040287105
1420;GALLETA POLVORITA VAINILLA 80GRMS;570;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040314108
1421;GALLETA POLVORITA VAINILLA GRANDE;800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040139190
1422;GALLETA PORTEÑITAS;1110;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040132689
1423;GALLETA PRESUMIDA FRUTILLA 80G;220;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000812
1424;GALLETA PRESUMIDA X 160 CHOCOLATE;420;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684001406
1425;GALLETA PRESUMIDA X 160G FRUTILLA;420;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684001161
1426;GALLETA PRESUMIDA X 160G VAINILLA;420;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684001567
1427;GALLETA PRESUMIDAS CHOCOLATE 80G;220;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684001291
1428;GALLETA PRESUMIDAS VAINILLA 80G;220;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684001321
1429;GALLETA PRESUMIDAS X 160 GRMS F.BOSQUE;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000935
714604578;GALLETA PROVIDENCIA CHISP DE CHOCO 220G;1420;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798141972807
1430;GALLETA PROVIDENCIA SALADA X 3;1280;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798141972371
1431;GALLETA PROVIDENCIA SALADA X5;2000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798141972388
1432;GALLETA PROVIDENCIA X3 SALVADO;850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798141972487
1433;GALLETA PROVIDENCIA XU;90;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798141972364
1434;GALLETA PURITO BAÑADO X300 G;450;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684003394
1435;GALLETA RELLENA LA NONA CHOCOLATE;31;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798048730715
1436;GALLETA RELLENA LA NONA FRUTILLA;31;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798048730722
1437;GALLETA RELLENA LA NONA VAINILLA;31;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798048730708
1438;GALLETA RICK MIRGAL SALADA X1;190;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790953000013
1439;GALLETA RICK MIRGAL SALADA X3;900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790953000426
1440;GALLETA RICKS SIN SAL X3;780;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790953008101
1441;GALLETA RONDA;1200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7793450000524
1442;GALLETA RONDA HOJALMAR;1200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7793450000944
1443;GALLETA ROSQUITA BAÑADA X 160 G;60;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000447
1444;GALLETA RUMBA AMOR ALMENDRAS;245;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040139282
1445;GALLETA RUMBA AMOR CHOCOLATE 108G;880;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040139268
1446;GALLETA SALADA CEREALES BAGLEY;840;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040136250
1447;GALLETA SALADA X 3 DON FADEGA;49;;;;;VARIOS;GOLOSINAS;GOLOSINAS;76625260259
1448;GALLETA SALVADO SIN SAL X3;330;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790045826101
1449;GALLETA SCONS PEKELINO X350;70;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792153000343
1450;GALLETA SERRANAS X 3;1200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040704909
1451;GALLETA SERRANITAS X 3;60;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040725102
1452;GALLETA SERRANITAS X3;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040143616
1453;GALLETA SOLIA DE KG EXHIBICION;3150;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000416
1454;GALLETA SOLITA ABECEDARIO 300;714;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684003349
1455;GALLETA SOLITA ABECEDARIO 400G;1220;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684003493
1456;GALLETA SOLITA ANIMACION 100;450;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000584
1457;GALLETA SOLITA ANIMACION 170;588;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000379
1458;GALLETA SOLITA ANIMACION 60;336;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000836
1459;GALLETA SOLITA ANIMACION CHOCO. X400;1212;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684003639
1460;GALLETA SOLITA ANIMACION CONFI. X 400G;1212;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000652
1461;GALLETA SOLITA ANIMACION SIN/CONF X400;1212;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684003516
1462;GALLETA SOLITA ARITOS 170;588;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000287
1463;GALLETA SOLITA ARITOS 350;1210;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000164
1464;GALLETA SOLITA ARITOS X500G;1596;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000133
1466;GALLETA SOLITA CHIROLA 400G;1596;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684001383
1467;GALLETA SOLITA CHIROLA X 170;620;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000140
1468;GALLETA SOLITA DE KG ANIMACION;3150;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000324
1469;GALLETA SOLITA DE KG LEGENDARIA1;3150;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000348
1470;GALLETA SOLITA DE KG ROSKITAS;3150;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000225
1471;GALLETA SOLITA DULCE NUMERO 170;493;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684003615
1472;GALLETA SOLITA DULCE NUMERO X 400;1596;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684003530
1473;GALLETA SOLITA DULCE NUMEROS 170G;493;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684003295
1474;GALLETA SOLITA DULCE NUMEROS 400;1638;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684003301
1475;GALLETA SOLITA EKIN 160G;770;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684003745
1476;GALLETA SOLITA EKIN 300G;977;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684003738
1477;GALLETA SOLITA EKIN VAINILLA 300G;830;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684003882
1478;GALLETA SOLITA ERIKIN VAINILLA 160G;550;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684003868
1479;GALLETA SOLITA EXHIBICION X 170G;590;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000423
1480;GALLETA SOLITA EXHIBICION X 400;1210;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000430
1481;GALLETA SOLITA JALEA SOL;33;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000805
1482;GALLETA SOLITA KG ABECEDARIO;3150;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684003479
1483;GALLETA SOLITA KG PEPA;3150;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000089
1484;GALLETA SOLITA KG SURTISOL;3300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684001079
1485;GALLETA SOLITA LEGENDARIA 350;1210;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000171
1486;GALLETA SOLITA LEGENDARIA 500;1596;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000706
1487;GALLETA SOLITA LEGENDARIA CHOCO 500;1596;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684001628
1488;GALLETA SOLITA MINI CRACKERS SALVADO;215;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684003196
1489;GALLETA SOLITA MINI CRACKERS SIN SAL;215;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684003219
1490;GALLETA SOLITA PENSAMIENTO 350;1210;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684001253
1491;GALLETA SOLITA PENSAMIENTO 500;1312;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684001246
1492;GALLETA SOLITA PEPA 170;588;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000355
1493;GALLETA SOLITA PEPA 400;1300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684001505
3163;GALLETA SOLITA PEPA X 300;830;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684004261
1495;GALLETA SOLITA PRESUMIDA 80;367;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684004124
1494;GALLETA SOLITA PRESUMIDA 80;367;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684004179
1496;GALLETA SOLITA PRESUMIDA 80G;367;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684004209
1497;GALLETA SOLITA PRESUMIDA 80G;367;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684004131
1498;GALLETA SOLITA ROSQUITA 500;1160;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000478
1499;GALLETA SOLITA SALVADO X3;345;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000256
1500;GALLETA SOLITA SANDWICH;345;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000195
1501;GALLETA SOLITA SIN SAL X3;550;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000263
1502;GALLETA SOLITA SURTIDA 300GR;871;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684001215
1503;GALLETA SOLITA SURTISOL X 170;560;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000294
1504;GALLETA SOLITA SURTISOL X 500G;1550;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684000485
1505;GALLETA SOLITA ZUCRE 170G;560;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684004322
1506;GALLETA SOLITA ZUCRE SABOR VAINILLA 400G;1200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684004346
1507;GALLETA SONRISA;1500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040133488
1508;GALLETA SURTIDA GOLCI;65;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791376000055
1509;GALLETA SURTIDA LIA;2000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040149021
1510;GALLETA SURTIDA TURIMAR 350G,;95;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7797675001953
1511;GALLETA SURTIDA ZUPAY 300G;40;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790349851311
1512;GALLETA SURTIDAS EDRA X300GR;39;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798048730395
1513;GALLETA SURTIDAS GOLCI 300GR;39;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798077950313
1514;GALLETA SURTIDAS NEVARE 400G;93;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094222608
1515;GALLETA SURTIDO BAGLEY;3000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040132771
1516;GALLETA SURTIDO BAGLEY;3000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040929609
1517;GALLETA SURTIDO BAGLEY;3000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040138896
1518;GALLETA SURTIDO BAGLEY;3000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040143357
1519;GALLETA SURTIDO BAGLEY 400G;3000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040147720
1520;GALLETA TERRABUSI LINCOLN;1350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622300742713
1521;GALLETA TERRABUSI LINCOLN;1350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622201745523
1522;GALLETA TERRABUSI LINCOLN 153G;1350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622201386719
1523;GALLETA TERRABUSI VARIEDAD;2000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622201745561
1524;GALLETA TIA MARUCA X3;990;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798082744518
77995087;GALLETA TOCOATO PEPA 300;820;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791954004079
1525;GALLETA TOCOÑATO  MARMOLADA 150;420;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791386000618
1527;GALLETA TOCOÑATO 100G;260;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791386000236
1526;GALLETA TOCOÑATO 100G;260;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791386000229
1528;GALLETA TOCOÑATO 180G;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791386000045
1529;GALLETA TOCOÑATO 200G TONITAS;570;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791386000311
1530;GALLETA TOCOÑATO PEPA 150G;450;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791386000014
1531;GALLETA TOCOÑATO PEPA 27G;130;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791386000441
1532;GALLETA TOCOÑATO PEPA 500G;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791386009031
1533;GALLETA TOCOÑATO PEPAS 100G;260;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791386000205
1534;GALLETA TOCOÑATO PEPAS 200G;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791386000328
1535;GALLETA TOCOÑATO SCONES 150G;420;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791386000298
1536;GALLETA TOCOÑATO VAINILLA 200G;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791386000625
1537;GALLETA TORTITA BLACK;95;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040676800
1538;GALLETA TORTITA CHOCOLATE;95;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040677005
1539;GALLETA TRAVIARA X5;1490;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040144095
1540;GALLETA TRAVIATA X 3;300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040872202
77995099;GALLETA TRIO TRICHIPS 230G;1300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791787101129
1541;GALLETA TURIMAR CHIPS 350G;95;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7797675001045
1542;GALLETA TURIMAR CON CHIPS;50;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77969903
1543;GALLETA TURIMAR OJITOS;48;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7797675001168
1544;GALLETA TURIMAR SURTIDA;90;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7797675001946
1545;GALLETA VAINILLA X 2;790;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790628102639
1546;GALLETA VAINILLA X 4;1533;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790628102646
1547;GALLETA VAINILLA X U;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790628102684
1548;GALLETA VAINILLA X10;3960;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790628102653
1549;GALLETA VAINILLA X36U;100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790077000135
1550;GALLETA VAINLLA POZO;29;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790077000326
1551;GALLETA VARIEDAD TERRABUSI;160;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622201804435
1552;GALLETA VOCACION ACARAMELADA X3;1680;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040133228
1553;GALLETA VOCACION ACARAMELADA XU;670;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040133211
1554;GALLETA VOCACION CLASICA;1700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040131187
1555;GALLETA VOCACION CLASICA X 3;1700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040177505
1556;GALLETA VOCACION CLASICA X3;1700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040131194
1557;GALLETA VOCACION X3;1700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040143623
1558;GALLETA VOCACION XU;670;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040146389
77995213;GALLETAS KUKINAS CON CHIPS;720;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798360810058
1559;GALLETAS MACUCAS;18;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040129528
1560;GALLETAS TODDYS 126G;130;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790310982846
714604711;GALLETITA FULBITO ;320;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094224398
1561;GALLETITA TINCHITO;7;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798073620074
1562;GALLINITA X 30 3 REYNA;3000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999803
1563;GALLINITAS LUCARMA X25;2750;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999002
1564;GALLO BIZCOCHOS 50G;700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790070418432
1565;GALLO BIZCOCHOS DULCES 50G;700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790070418418
1566;GALLO BIZCOCHOS SALADOS DE 50G;700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790070418456
1567;GALLO CHOCOARROZ 22G;460;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790070416865
1568;GALLO CHOCOARROZ DULCE DE LECHE 22G;460;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790070418203
1569;GALLO SNACKS CHOCOBAR 20G;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790070431905
1570;GALLO SNACKS OBLEA 20G;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790070411952
1571;GALLO SNACKS YOGUBAR 20G;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790070432223
714604573;GARRAPIADA ARCOR ;1130;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580195809
1572;GARRAPIÑADA 500;150;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798315910512
1573;GARRAPIÑADA DE MANI ALTEZA;450;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790380014676
1574;GARRAPIÑADA KING;36;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798151950260
1575;GARRAPIÑADA LHERITIER FIESTAS FAMIL. 80G;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792860001817
1576;GARRAPIÑADA MIELCITAS X2;110;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798176195066
1577;GARRAPIÑADA MIRGAL;70;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790953008156
1578;GARRAPIÑADA PAILAS 80G;68;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798366580191
1579;GARRAPIÑADA PALMESANO;30;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7795522002467
77995203;GELATINA BEANS Y BESO 250G;2800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;779952036
77995201;GELATINA DENTADURA 250GR;2800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;779952012
1580;GELATINA EMETH ANANA;70;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791113002168
1581;GELATINA EMETH NARANJA;70;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791113002175
1582;GELATINA EXQUISITA CEREZA;120;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790070409980
1583;GELATINA EXQUISITA DURAZNO;120;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790070413079
1584;GELATINA EXQUISITA DURAZNO LIGTH;120;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790070410009
1585;GELATINA EXQUISITA NARANJA;120;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790070413093
1586;GELATINA FRAMBUESA;70;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791113001161
1587;GELATINA MARIPOSA;80;;;;;VARIOS;GOLOSINAS;GOLOSINAS;6980619920286
77995202;GELATINA MORA JELKY;2800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;779952029
1588;GELATINA P/PREPARAR CEREZA;70;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791113001147
714604592;GELATINA PIKE;3000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7146045926
1589;GELATINA TEMBLEKE BUNNY;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791359120053
1590;GELATINA TEMBLEKE FRUTA;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791359120046
1591;GELATINA TEMBLEKE GALACTICOS X 6;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791359120060
1592;GELATINA TEMBLEKE X16;1300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791359050107
1593;GELATINA TEMBLEQUE DOMINO;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791359020100
1594;GELATINA TEMBLEQUE FUTBOL;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791359120145
1595;GELATINA TEMBLEQUE STICKER EMOJI;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791359120275
1596;GELATINA TEMBLEQUE X 16;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791359050022
1597;GELATINA TEMBLI PRINCESAS;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791359120176
1598;GELATINA TREMBLI SURTIDA;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791359120015
1599;GELATINA TREMBLY;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791359120114
1600;GELATINA TREMBLY;900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791359120312
1601;GELATINA TREMBLY BIOS;900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791359120091
1602;GELATINA TREMBLY PIRATA;900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791359120268
1603;GELATINA TREMBLY SELVA;900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791359120152
1604;GILLETTE VERDE;980;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7500435154437
1605;GLOBO FORMA CORAZON;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;6930258101362
1606;GLOBO FORMA CORAZON  45 CM;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047032292
1607;GLOBO FORMA CORAZON 45CM;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047032285
1608;GLOBO FRASE METALIZADA;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;99843
1609;GLOBO METALIZADO 0;850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047031400
1610;GLOBO METALIZADO 0;850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047031301
1611;GLOBO METALIZADO 1;850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047031318
1612;GLOBO METALIZADO 1;850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047031417
1613;GLOBO METALIZADO 2;850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047031325
1614;GLOBO METALIZADO 3;850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047031332
1615;GLOBO METALIZADO 3;850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047031431
1617;GLOBO METALIZADO 4;850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047031349
1616;GLOBO METALIZADO 4;850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047031448
1618;GLOBO METALIZADO 5;850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047031356
1619;GLOBO METALIZADO 6;850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047031363
1620;GLOBO METALIZADO 6;850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047031462
1621;GLOBO METALIZADO 7;850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047031370
1622;GLOBO METALIZADO 7;850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047031479
1623;GLOBO METALIZADO 8;850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047031486
1624;GLOBO METALIZADO 8;850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047031387
1626;GLOBO METALIZADO 9;850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047031493
1625;GLOBO METALIZADO 9;850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047031394
1627;GLOBO METALIZADO CHICO;600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;99842
