Codigo;Nombre;Lista 1;Lista 2;Lista 3;Lista 4;Costo;Proveedor;Rubro;Subrubro;Cod. Barra
221;BARRA DE CEREAL ALMENDRAS Y MANI X6;3000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790380020264
222;BARRA DE CEREAL CROWIE CHOCOLATE;30;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798228640025
223;BARRA DE CEREAL CROWIE CHOCOLATE NEGRO;30;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798228640018
224;BARRA DE CEREAL CROWIE COCO;30;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798228640278
225;BARRA DE CEREAL CROWIE LIMON;30;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798228640223
226;BARRA DE CEREAL CROWIE MARROC;30;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798228640261
227;BARRA DE CEREAL FLOW CHIPS Y ALMENDRAS;750;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790380020004
228;BARRA DE CEREAL FLOW CIRUELA;45;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790380015215
229;BARRA DE CEREAL FLOW CON FRUTAS;750;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790380014928
230;BARRA DE CEREAL FLOW CON YOGUR;750;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790380016199
231;BARRA DE CEREAL FLOW FRUTOS DEL BOSQUE;750;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790380020028
232;BARRA DE CEREAL FLOW MANZANA;750;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790380008286
233;BARRA DE CEREAL PISO DE CHOLATE X6;3000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790380020257
234;BARRA FEL FORT;300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790206514397
235;BARRA FLOW AVELL Y ARANDANOS X20;8200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790380420279
714604717;BARRA FLOW CHOC Y NARANJA;750;;;;;;;;7790380020332
714604718;BARRA FLOW CHOCO LIMON;750;;;;;;;;7790380020318
236;BARRA FLOW CON FRUTAS X20;13400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790380414926
237;BARRA FLOW CON PISO DE CHOCOLATE X20;8200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790380420248
714604598;BARRA FLOW X 20;13400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790380416197
238;BARRA GRANOLA CON SEMILLAS X20;17300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790380415022
239;BARRA SIN AZUCAR X20;7000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790380420293
240;BARRA TODDY CHOCOMIX;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790380020356
241;BARRITA ARROZ DULCE DE LECHE;20;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77919335
242;BARRITA DE ARROZ BLANCO;20;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77919311
243;BARRITA DE MANI CON CROCANTE DE ARROZ;25;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792860002258
244;BEBETO MINI BEARS GOMITA;2800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;8690146134381
245;BELDENT CAJA MENTA;10500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622201149222
246;BELDENT CHICLE GLOBO;9900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622201148874
247;BELDENT CHICLE GLOBO XU;700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77969101
248;BELDENT FRUTILLA;10600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622201149185
249;BELDENT MANDARINA;9900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622201682415
250;BELDENT MANDARINA XU;700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77981844
251;BELDENT MENTA FUERTE;13580;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622201149208
252;BELDENT MENTA FUERTE XU;700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77969088
253;BELDENT MENTA XU;700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77969071
254;BELDENT MENTOL;9900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622201149079
255;BELDENT MENTOL XU;700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77969095
256;BELDENT SANDIA;10500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622201387358
257;BELDENT SANDIA XU;700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77987686
258;BELDENT XU;700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77969118
259;BENGALA B10;150;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798149233399
260;BENGALITA CUMPLEAÑOS;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;34
261;BENGALITA CUMPLEAÑOS X4;1200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;99102
262;BICARBONATO;22;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7796373222707
263;BIG PAPA;8000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;11172
264;BISCOCHO DON SATUR DULCE;1200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7795735000335
265;BIZCOCHO CARICIA;85;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798010260028
266;BIZCOCHO CLIO AZUCARADO;40;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7795643000458
267;BIZCOCHO CLIO DE GRASA;40;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7795643000465
268;BIZCOCHO DULCIPAS;27,5;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790726120054
269;BIZCOCHO DULCIPAZ DULCE;27,5;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790726120061
270;BIZCOCHO LA CUMBRE CLASICO;30;;;;;VARIOS;GOLOSINAS;GOLOSINAS;4555404110
271;BIZCOCHO LA CUMBRE MATERO;30;;;;;VARIOS;GOLOSINAS;GOLOSINAS;64554041101
272;BIZCOCHO LA CUMBRE SEMILLAS;30;;;;;VARIOS;GOLOSINAS;GOLOSINAS;645554001082
273;BIZCOCHO NEGRO QUE RICO!;2350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;11146
274;BIZCOCHO PINDY;32;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798082745249
275;BIZCOCHO SATUR;1200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7795735000328
276;BIZCOCHO SOLITA 180G;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684003691
277;BIZCOCHO SOLITA X300;535;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792684003714
278;BIZCOCHOS SALADOS LA PROVIDENCIA;790;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798141972920
279;BLOBO CORAZON METALIZADO;70;;;;;VARIOS;GOLOSINAS;GOLOSINAS;99844
280;BLONDA RECTANGULAR GRANDE;80;;;;;VARIOS;GOLOSINAS;GOLOSINAS;884
281;BOCADITO LHERITIER X52U;2900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792860002456
282;BOCADITO MARROC CAJAX60;5000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790206006106
283;BOCADITO MARROC XU;90;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542553
284;BOCADITO NEVARES XU;250;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094226330
285;BOCADITO OBLITA DULCE DE LECHE;510;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7793123160920
286;BOCADITO TURIMAR X12;240;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7797675000451
287;BOCADITOS NEVARE X15;3500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094226347
288;BOLON BURBUJERO;430;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999995
289;BOLON CON JEEP CAMIO;250;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7796525063240
290;BOLON CON JUGUETE;250;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7799614966538
291;BOLON FIGURA FROOZEN;250;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7799614942419
292;BOLON FIGURA HOMBRE ARAÑA;250;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798127667482
293;BOLON HALL C/MURCIEGALO;325;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7796523537187
294;BOLON MULTICOLOR X30;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999015
295;BOLON PEPA X20;250;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7796812063250
296;BOLON X20 ARGENTINA;590;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999257
297;BOLON X20 BOCA;590;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999042
298;BOLON X20 RIVER;590;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999043
299;BOLSA 15X25;65;;;;;VARIOS;GOLOSINAS;GOLOSINAS;47
300;BOLSA 20X30 O 25X35;170;;;;;VARIOS;GOLOSINAS;GOLOSINAS;48
301;BOLSA C/ MANIJA 30X40;210;;;;;VARIOS;GOLOSINAS;GOLOSINAS;4852
302;BOLSA C/MANIJA 40X50;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;50
303;BOLSA C/MANIJA 50X70;1300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;4853
304;BOLSA CHICA;50;;;;;VARIOS;GOLOSINAS;GOLOSINAS;11
305;BOLSA CON MANIJA BLANCA;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;330
306;BOLSA CON MANIJA X3;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;49
307;BOLSA DE CONSORCIO;220;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542602
308;BOLSA DE ESPADINES X100;70;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999967
309;BOLSA DE PAPEL CHICA;150;;;;;VARIOS;GOLOSINAS;GOLOSINAS;320
310;BOLSA DE PAPEL PICADO GRANDE;150;;;;;VARIOS;GOLOSINAS;GOLOSINAS;322
311;BOLSA DE RESIDUO;230;;;;;VARIOS;GOLOSINAS;GOLOSINAS;6558
77995150;BOLSA DE TELA ;1100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;779951503
312;BOLSA EMBLOCADA 15X25;210;;;;;VARIOS;GOLOSINAS;GOLOSINAS;53
313;BOLSA EMBLOCADA 20X30;300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;54
314;BOLSA EMBLOCADA 25X35;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;56
315;BOLSA EMBLOCADA 30-40;700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;6559
316;BOLSA EMBLOCADA 35-45;950;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999966
317;BOLSA GRANDE;20;;;;;VARIOS;GOLOSINAS;GOLOSINAS;13
318;BOLSA P/CHIZITO;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;51
319;BOLSA P/CONDIMENTO;360;;;;;VARIOS;GOLOSINAS;GOLOSINAS;52
320;BOLSA P/FIDEO;300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;924
321;BOLSA PARA PALITO DE BROCHET;300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;4833
322;BOLSITAS P/ CUMPLEAÑOS PLASTICA;600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;6583
323;BOLSITAS P/ CUMPLEAÑOS X10;800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999956
324;BOM BOM OBLIBOM BLANCO X30;1320;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7793123160401
325;BOM O BON DULCE DE LECHE X12U;4200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580129781
326;BOMBA DE PAPEL;1400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798326452292
327;BOMBA DE PAPEL AIRE COMPRIMIDO ESTRELLAS;1400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7865432165498
328;BOMBA DE PAPEL CANDELA;1400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798130957532
329;BOMBA DE PAPEL CELESTE Y BLANCO;1400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7332401617338
330;BOMBA DE PAPEL GRANDE;1400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7330401517330
331;BOMBOM BELL X 50U;6100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7896066766584
332;BOMBOM BELL X50;6000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;78960667670177800000000000
333;BOMBOM BOM O BOM NEGRO X 30;15200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580119133
334;BOMBOM BOM O BOM SURTIDO;9999;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580119126
335;BOMBOM BOM O BOM UNIDAD NEGRO;450;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77961815
336;BOMBOM BOM O BOM X 30;11760;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580119058
337;BOMBOM CLASICO X 18;9200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580119157
338;BOMBOM DANCING;4660;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7794612157100
339;BOMBOM DE FRUTA X10;190;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798149112205
340;BOMBOM DE FRUTA X36;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798149111710
341;BOMBOM DOS CORAZONES X 20;2980;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790206007509
342;BOMBOM DOS CORAZONES X1;250;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77907509
343;BOMBOM GAROTO CAJA;270;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7891008113952
344;BOMBOM HAMLET;200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77959041
345;BOMBOM JAZAM;260;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7896383052995
346;BOMBOM NEVARE;38;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094220864
347;BOMBOM NEVARE X10;390;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094221885
348;BOMBOM NEVARE X30;820;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094220871
349;BOMBOM NEVARE X57;1850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17798094220861
350;BOMBOM OBLIBOM BLANCO XU;70;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77925770
351;BOMBOM OBLIBOM BOMBONERA;1400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7793123020248
352;BOMBOM OBLIBOM CLASICO BLANCO X 30;4720;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7793123000059
353;BOMBOM OBLIBOM CLASICO NEGRO X 30;4720;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7793123000042
354;BOMBOM OBLIBOM COFRE;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7793123020279
355;BOMBOM OBLIBOM CRACSH X 30;1400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7793123020903
356;BOMBOM OBLIBOM FRUTILLA X 30;1400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7793123160784
357;BOMBOM OBLIBOM GRANA X 30;4300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7793123000066
358;BOMBOM OBLIBOM HEAXAGONAL;160;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7793123161064
359;BOMBOM OBLIBOM MIX;3800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7793123160616
360;BOMBOM OBLIBON X UNIDAD;68;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77971821
361;BOMBOM SELECCION;1900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580107192
362;BOMBOM SELECCION ARCOR  EN CASA;9690;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580131388
363;BOMBOM SELECCION KIOSCO EN CASA;10450;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580131371
364;BOMBOM SMACK X 30U;5200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094221816
365;BOMBOM SMILE X50;2500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798178801835
366;BOMBOM SURTIDO ESPECIAL CHOCOLATES;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7794612157902
367;BOMBOM XU;550;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77958921
77995129;BOMBON BEL X20 ;3700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7896066768755
77995133;BOMBON BEL X36;6100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7896066769448
368;BOMBON DE FRUTA BILLIKEN 350G;3300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792222003442
369;BOMBON HAMLET;5100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7794612119184
370;BOMBON MILKA;700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77971630
714604644;BOMBON MILKA ;750;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77971630
714604609;BOMBON MILKA OREO;7770;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622202399107
371;BOMBON MILKA OREO;1900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622201420048
372;BOMBON SURTIDO ESPECIAL;3000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580138370
373;BOMBONES FRUTALES ARCOR;840;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580106935
77995206;BOMBONES TRENTO;5200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7896306624650
374;BOMBUCHA CANDELA;700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798130950212
375;BOMBUCHA CANDELA X50;23000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798130957853
376;BOMBUCHA TUKY;900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791806005001
377;BOMBUCHAS TUKY X30;25500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;147791806005009
378;BON CANDI CAJA;300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798040591567
379;BON O BON;550;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77953537
380;BON O BON;370;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77975270
381;BON O BON;450;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77956712
382;BON O BON AGUILA X30;9120;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580102517
383;BON O BON BLANCO X30 U;5060;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580119065
384;BON O BON CHOCOLINAS X18U;9150;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580117771
77995040;BON O BON COCO;450;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77990679
77995037;BON O BON COCO;7830;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580146368
714604648;BON O BON COKIES;7900;;;;;;;;7790580152925
385;BONAFIDE MONEDAS 500G;2000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7802215105203
386;BOOM CANDY UNIDAD;16;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798040591574
387;BOTE BEBOTE;1800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542562
388;BOTE BELL;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;11116
389;BOTE CARAMELO LHERITIER;3800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792860005631
390;BOTE CHICLE;1100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;11128
391;BOTE DANCIG;1100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;11126
392;BOTE DOS BOMBONES;1500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;11127
393;BOTE GOMITAS;1800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;B
394;BOTE MASTICABLE ANIMAL CREMY;2900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792860005709
395;BOTE NO HAY PLATA;800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;11117
396;BOTE PICO DULCE X 48 CORONA;8200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792860001114
397;BOTELLITAS CON CONFITE;65;;;;;VARIOS;GOLOSINAS;GOLOSINAS;99835
714604569;BUDIN ARCOR ;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040127173
714604572;BUDIN BAGLEY SIN FRUTAS ;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040127227
398;BUDIN COMPANY;27;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790077001101
399;BUDIN DON MIGUEL CHIPS DE DULCE;800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798024299106
400;BUDIN DON MIGUEL CON CHIPS DE CHOCOLATE;800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798024299045
401;BUDIN DON MIGUEL FRUTA;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798024299021
402;BUDIN DON MIGUEL MARMOLADO;800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798024299038
403;BUDIN DON MIGUEL VAINILLA;800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798024299014
404;BUDIN DOS EN UNO;300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798178802313
405;BUDIN DOS EN UNO CHIPS;300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798178802320
406;BUDIN DOS EN UNO FRUTAS;300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798178802306
407;BUDIN DOSENUNO VAINILLA;300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798178802290
408;BUDIN FANTASIA LIMON;1100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094222325
409;BUDIN FANTASIA NEVARE;1100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094222318
410;BUDIN LHERITIER CHOCOLATE;1350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791118012742
411;BUDIN LHERITIER VAINILLA;1350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791118012735
412;BUDIN NATALE  VAINILLA;650;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094222813
413;BUDIN NATALE CON FRUTAS;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094222806
414;BUDIN NATALE MARMOLADO;650;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094222820
415;BUDIN NEVARE C/FRUTAS;1400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094222714
416;BUDIN NEVARE CON CHIPS DE CHOCOLATE;1400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094222752
417;BUDIN NEVARES DELICIAS;1100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094222851
418;BUDIN NEVARES DELICIAS 180G;990;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094222868
419;BUDIN NEVARES MARMOLADO 250G;1400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094222035
420;BUDIN NEVARES VAINILLA;1100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094222721
421;BUDIN POZO CHIPS;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790077000524
422;BUDIN POZO CHOCOLATE;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790077001095
423;BUDIN POZO DULCE DE LECHE;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790077000241
424;BUDIN POZO FRUTA;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790077000432
425;BUDIN POZO FRUTOS DEL BOSQUE;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790077001057
426;BUDIN POZO MARMOLADO;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790077000487
427;BUDIN POZO RELLENO CHOCOLA;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790077000272
428;BUDIN POZO VAINILLA;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790077000425
429;BUDIN ZUPAY CON CHIPS;39;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790349000283
430;BUDIN ZUPAY DE VCAINILLA;39;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790349851069
431;BUDIN ZUPAY MARMOLADO;39;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790349851083
432;BUFFY FRUTAL MORADO 200G;520;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798178801767
433;BUFFY TOP X50;1590;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798178802344
434;BUFFYS CHOCOCHIPS 400G;3600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798178802191
435;BUFFYS PELOTA GOL;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;41
436;BUFFYS PELOTA GOLX24;10000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798178802450
437;BUFFYS TOP X50;1590;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798178802337
438;BULL DOG CAJA CRAZY X10;5900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798186030333
439;BULL DOG CAJA MANZANA;4500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798162584393
440;BULL DOG CAJA MANZANA;4500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798186030579
441;BULL DOG CAJA MIX;4500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798186030586
442;BULL DOG CAJA NARANJA;4500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798176191327
443;BULL DOG CAJA SANDIA;4500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798162584379
444;BULL DOG CAJA TUTI FRUTI;4500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798186030562
445;BULL DOG CAJA TUTTI;4500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798162584386
446;BULL DOG CAJA UVA;4500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798176199996
447;BULL DOG CRAZY;600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798186030326
448;BULL DOG LIMON XTREMA U;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798186034164
449;BULL DOG MANZANA;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798162584317
450;BULL DOG MIX;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798186030531
451;BULL DOG MIX UVA;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798186030555
452;BULL DOG NARANJA;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798176191310
453;BULL DOG SANDIA/MANZANA;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798186030548
454;BULL DOG TUTTI;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798162584294
455;BULL DOG TUTTI;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798162584300
456;BULL DOG UVA;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798184562256
457;BULL DOG XTREME X12;4200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798186034171
458;BURBUJERO X6;250;;;;;VARIOS;GOLOSINAS;GOLOSINAS;99840
459;BURBUJERO XU;50;;;;;VARIOS;GOLOSINAS;GOLOSINAS;99841
714604661;BUTTER TOFFES LECHE ;12300;;;;;;;;7790580118570
77995065;CAFE ARLISTAN 100G;3950;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790070933645
77995066;CAFE ARLISTAN 170G;5600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790070933638
